repository,stars,language,created_at,updated_at,forks,open_issues,size,default_branch,description,url,clone_url,archived,disabled,architecture,community,continuous_integration,documentation,history,issues,license,size_metric,unit_test
electron/forge,6778,TypeScript,2016-10-05T14:51:53Z,2025-07-12T06:47:04Z,578,241,71618,main,:electron: A complete tool for building and publishing Electron applications,https://github.com/electron/forge,https://github.com/electron/forge.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bda-research/node-crawler,6766,TypeScript,2010-11-25T11:47:19Z,2025-07-10T03:19:28Z,879,29,1112,master,Web Crawler/Spider for NodeJS + server-side jQuery ;-),https://github.com/bda-research/node-crawler,https://github.com/bda-research/node-crawler.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unjs/consola,6739,TypeScript,2018-03-31T15:47:47Z,2025-07-12T08:38:59Z,203,57,2721,main,🐨 Elegant Console Logger for Node.js and Browser ,https://github.com/unjs/consola,https://github.com/unjs/consola.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
max-mapper/menubar,6736,TypeScript,2015-03-23T19:34:16Z,2025-07-09T11:02:35Z,365,75,2376,master,➖ high level way to create menubar desktop applications with electron,https://github.com/max-mapper/menubar,https://github.com/max-mapper/menubar.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yezihaohao/react-admin,6723,TypeScript,2017-04-12T02:50:56Z,2025-07-11T13:32:36Z,1875,20,4489,master,:sparkles: react-admin system solution : react 后台管理系统解决方案,https://github.com/yezihaohao/react-admin,https://github.com/yezihaohao/react-admin.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
transitive-bullshit/nextjs-notion-starter-kit,6717,TypeScript,2021-01-15T16:56:21Z,2025-07-12T09:52:19Z,5574,148,3353,main,Deploy your own Notion-powered website in minutes with Next.js and Vercel.,https://github.com/transitive-bullshit/nextjs-notion-starter-kit,https://github.com/transitive-bullshit/nextjs-notion-starter-kit.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tutao/tutanota,6716,TypeScript,2014-07-28T14:14:45Z,2025-07-12T09:40:56Z,571,775,241496,master,"Tuta is an email service with a strong focus on security and privacy that lets you encrypt emails, contacts and calendar entries on all your devices.",https://github.com/tutao/tutanota,https://github.com/tutao/tutanota.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civitai/civitai,6715,TypeScript,2022-10-11T20:03:20Z,2025-07-12T08:17:30Z,671,80,178342,main,"A repository of models, textual inversions, and more",https://github.com/civitai/civitai,https://github.com/civitai/civitai.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fonoster/fonoster,6698,TypeScript,2018-02-04T02:58:54Z,2025-07-12T00:52:18Z,401,11,200989,main,🚀 The open-source alternative to Twilio.,https://github.com/fonoster/fonoster,https://github.com/fonoster/fonoster.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
actions/checkout,6696,TypeScript,2019-07-19T17:15:33Z,2025-07-12T09:22:49Z,2057,596,4509,main,Action for checking out a repo,https://github.com/actions/checkout,https://github.com/actions/checkout.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
growthbook/growthbook,6686,TypeScript,2021-05-07T23:11:51Z,2025-07-12T03:26:15Z,576,642,123066,main,Open Source Feature Flagging and A/B Testing Platform,https://github.com/growthbook/growthbook,https://github.com/growthbook/growthbook.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
panva/jose,6680,TypeScript,2018-11-06T08:46:01Z,2025-07-11T22:11:52Z,345,0,13907,main,"JWA, JWS, JWE, JWT, JWK, JWKS for Node.js, Browser, Cloudflare Workers, Deno, Bun, and other Web-interoperable runtimes",https://github.com/panva/jose,https://github.com/panva/jose.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rowyio/rowy,6672,TypeScript,2019-09-05T08:07:18Z,2025-07-11T07:14:53Z,533,73,22437,main,"Low-code backend platform. Manage database on spreadsheet-like UI and build cloud functions workflows in JS/TS, all in your browser.",https://github.com/rowyio/rowy,https://github.com/rowyio/rowy.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wei/pull,6664,TypeScript,2018-05-26T20:19:21Z,2025-07-12T07:27:20Z,703,6,5040,master,🤖 Keep your forks up-to-date via automated PRs,https://github.com/wei/pull,https://github.com/wei/pull.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
latentcat/qrbtf,6640,TypeScript,2020-05-01T04:29:10Z,2025-07-11T23:01:01Z,552,16,6084,main,AI & parametric QR code generator. AI & 参数化二维码生成器。https://qrbtf.com,https://github.com/latentcat/qrbtf,https://github.com/latentcat/qrbtf.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
imgly/background-removal-js,6636,TypeScript,2023-06-23T11:20:08Z,2025-07-11T16:41:30Z,427,63,874,main,Remove backgrounds from images directly in the browser environment with ease and no additional costs or privacy concerns. Explore an interactive demo.,https://github.com/imgly/background-removal-js,https://github.com/imgly/background-removal-js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nodejs/nodejs.org,6631,TypeScript,2015-06-19T11:05:10Z,2025-07-12T14:06:06Z,6400,56,116207,main,The Node.js® Website,https://github.com/nodejs/nodejs.org,https://github.com/nodejs/nodejs.org.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bombshell-dev/clack,6626,TypeScript,2023-02-08T21:58:49Z,2025-07-11T23:25:59Z,135,81,10759,main,Effortlessly build beautiful command-line apps,https://github.com/bombshell-dev/clack,https://github.com/bombshell-dev/clack.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jkchao/typescript-book-chinese,6618,TypeScript,2018-08-07T07:24:05Z,2025-07-12T07:12:47Z,676,55,11430,master,TypeScript Deep Dive 中文版 ,https://github.com/jkchao/typescript-book-chinese,https://github.com/jkchao/typescript-book-chinese.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yaklang/yakit,6606,TypeScript,2021-10-12T02:15:42Z,2025-07-12T07:25:04Z,757,152,95084,master,Cyber Security ALL-IN-ONE Platform,https://github.com/yaklang/yakit,https://github.com/yaklang/yakit.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
raidendotai/cofounder,6603,TypeScript,2024-09-19T00:27:55Z,2025-07-12T03:29:19Z,745,69,2869,main,"ai-generated apps , full stack + generative UI",https://github.com/raidendotai/cofounder,https://github.com/raidendotai/cofounder.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
react-native-device-info/react-native-device-info,6586,TypeScript,2015-09-16T14:06:22Z,2025-07-12T11:05:12Z,1479,7,6912,master,Device Information for React Native iOS and Android,https://github.com/react-native-device-info/react-native-device-info,https://github.com/react-native-device-info/react-native-device-info.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tohrusky/Final2x,6571,TypeScript,2023-06-19T02:31:56Z,2025-07-11T17:45:08Z,495,14,1673,main,2^x Image Super-Resolution,https://github.com/Tohrusky/Final2x,https://github.com/Tohrusky/Final2x.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rancher-sandbox/rancher-desktop,6564,TypeScript,2020-10-23T17:20:58Z,2025-07-11T21:43:10Z,321,1238,84436,main,Container Management and Kubernetes on the Desktop,https://github.com/rancher-sandbox/rancher-desktop,https://github.com/rancher-sandbox/rancher-desktop.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nativewind/nativewind,6561,TypeScript,2022-04-02T12:30:41Z,2025-07-12T14:22:15Z,355,81,329260,main,The utility-first workflow you love from Tailwind CSS in your React Native applications.,https://github.com/nativewind/nativewind,https://github.com/nativewind/nativewind.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
windicss/windicss,6542,TypeScript,2020-12-29T07:17:33Z,2025-07-10T21:56:59Z,177,227,2425,main,Next generation utility-first CSS framework.,https://github.com/windicss/windicss,https://github.com/windicss/windicss.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
enricoros/big-AGI,6532,TypeScript,2023-03-19T04:50:47Z,2025-07-12T00:20:30Z,1528,258,32877,v2-dev,"AI suite powered by state-of-the-art models and providing advanced AI/AGI functions. It features AI personas, AGI functions, multi-model chats, text-to-image, voice, response streaming, code highlighting and execution, PDF import, presets for developers, much more. Deploy on-prem or in the cloud.",https://github.com/enricoros/big-AGI,https://github.com/enricoros/big-AGI.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ChatAnyTeam/ChatAny,6531,TypeScript,2023-06-05T10:35:13Z,2025-07-11T05:05:44Z,1854,11,13916,master,🌻 一键拥有你自己的 ChatGPT+众多AI 网页服务 | One click access to your own ChatGPT+Many AI web services,https://github.com/ChatAnyTeam/ChatAny,https://github.com/ChatAnyTeam/ChatAny.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bubkoo/html-to-image,6516,TypeScript,2017-12-04T09:29:15Z,2025-07-11T19:35:36Z,615,173,80308,master,✂️ Generates an image from a DOM node using HTML5 canvas and SVG.,https://github.com/bubkoo/html-to-image,https://github.com/bubkoo/html-to-image.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
microsoft/SandDance,6506,TypeScript,2018-11-05T22:45:31Z,2025-07-10T08:06:03Z,532,96,71080,main,"Visually explore, understand, and present your data.",https://github.com/microsoft/SandDance,https://github.com/microsoft/SandDance.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
windingwind/zotero-better-notes,6504,TypeScript,2022-04-27T15:46:23Z,2025-07-12T10:47:20Z,213,13,16936,master,Everything about note management. All in Zotero.,https://github.com/windingwind/zotero-better-notes,https://github.com/windingwind/zotero-better-notes.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
interstellard/chatgpt-advanced,6501,TypeScript,2022-12-03T10:47:53Z,2025-07-09T16:43:32Z,849,97,44165,main,WebChatGPT: A browser extension that augments your ChatGPT prompts with web results.,https://github.com/interstellard/chatgpt-advanced,https://github.com/interstellard/chatgpt-advanced.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tailwindlabs/prettier-plugin-tailwindcss,6487,TypeScript,2021-08-26T11:45:14Z,2025-07-12T09:25:53Z,165,33,970,main,A Prettier plugin for Tailwind CSS that automatically sorts classes based on our recommended class order.,https://github.com/tailwindlabs/prettier-plugin-tailwindcss,https://github.com/tailwindlabs/prettier-plugin-tailwindcss.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gpbl/react-day-picker,6479,TypeScript,2014-12-28T17:07:20Z,2025-07-12T14:38:40Z,760,11,121297,main,"DayPicker is a customizable date picker component for React. Add date pickers, calendars, and date inputs to your web applications.",https://github.com/gpbl/react-day-picker,https://github.com/gpbl/react-day-picker.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dinerojs/dinero.js,6473,TypeScript,2018-03-10T23:56:04Z,2025-07-10T21:14:41Z,193,41,7049,main,"Create, calculate, and format money in JavaScript and TypeScript.",https://github.com/dinerojs/dinero.js,https://github.com/dinerojs/dinero.js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
baconjs/bacon.js,6472,TypeScript,2012-03-02T19:21:42Z,2025-07-12T08:13:32Z,332,87,10037,master,Functional reactive programming library for TypeScript and JavaScript,https://github.com/baconjs/bacon.js,https://github.com/baconjs/bacon.js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
webclipper/web-clipper,6462,TypeScript,2018-10-16T17:00:34Z,2025-07-12T05:24:39Z,601,209,6684,master,"For Notion,OneNote,Bear,Yuque,Joplin。Clip anything to anywhere",https://github.com/webclipper/web-clipper,https://github.com/webclipper/web-clipper.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
raycast/extensions,6449,TypeScript,2021-09-21T14:43:50Z,2025-07-12T10:03:48Z,4138,647,12093529,main,Everything you need to extend Raycast.,https://github.com/raycast/extensions,https://github.com/raycast/extensions.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DIYgod/RSSHub-Radar,6447,TypeScript,2019-07-16T14:00:28Z,2025-07-12T12:18:01Z,379,56,5026,dev,🧡 Browser extension that simplifies finding and subscribing RSS and RSSHub,https://github.com/DIYgod/RSSHub-Radar,https://github.com/DIYgod/RSSHub-Radar.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
software-mansion/react-native-gesture-handler,6435,TypeScript,2016-10-27T08:31:38Z,2025-07-11T10:37:13Z,1013,70,183089,main,Declarative API exposing platform native touch and gesture system to React Native.,https://github.com/software-mansion/react-native-gesture-handler,https://github.com/software-mansion/react-native-gesture-handler.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
prisma/prisma-examples,6424,TypeScript,2018-08-15T15:56:33Z,2025-07-11T13:05:09Z,1436,45,121305,latest, 🚀 Ready-to-run Prisma example projects,https://github.com/prisma/prisma-examples,https://github.com/prisma/prisma-examples.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
homarr-labs/dashboard-icons,6409,TypeScript,2022-08-16T15:41:54Z,2025-07-12T01:06:30Z,634,31,1071699,main,Your definitive source for dashboard icons.,https://github.com/homarr-labs/dashboard-icons,https://github.com/homarr-labs/dashboard-icons.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
joe-bell/cva,6389,TypeScript,2022-01-02T10:00:57Z,2025-07-12T08:53:23Z,131,4,7291,main,Class Variance Authority,https://github.com/joe-bell/cva,https://github.com/joe-bell/cva.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
barvian/number-flow,6381,TypeScript,2024-07-15T22:04:51Z,2025-07-11T09:59:12Z,123,12,3457,main,"An animated number component for React, Vue, Svelte, and TS/JS.",https://github.com/barvian/number-flow,https://github.com/barvian/number-flow.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
typehero/typehero,6378,TypeScript,2023-05-27T20:46:30Z,2025-07-12T04:40:32Z,454,44,103600,main,"Connect, collaborate, and grow with a community of TypeScript developers",https://github.com/typehero/typehero,https://github.com/typehero/typehero.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MuiseDestiny/zotero-gpt,6370,TypeScript,2023-03-28T07:10:12Z,2025-07-12T13:11:29Z,265,206,41825,bootstrap,GPT Meet Zotero.,https://github.com/MuiseDestiny/zotero-gpt,https://github.com/MuiseDestiny/zotero-gpt.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wevm/wagmi,6366,TypeScript,2021-11-23T03:11:46Z,2025-07-12T10:36:16Z,1216,31,25945,main,Reactive primitives for Ethereum apps,https://github.com/wevm/wagmi,https://github.com/wevm/wagmi.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shopify/flash-list,6365,TypeScript,2021-12-20T15:48:14Z,2025-07-12T07:55:01Z,321,206,190278,main,A better list for React Native,https://github.com/Shopify/flash-list,https://github.com/Shopify/flash-list.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nat/openplayground,6356,TypeScript,2023-02-26T22:58:17Z,2025-07-12T08:31:31Z,491,94,974,main,An LLM playground you can run on your laptop,https://github.com/nat/openplayground,https://github.com/nat/openplayground.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nanostores/nanostores,6345,TypeScript,2020-10-14T19:51:28Z,2025-07-12T13:46:54Z,119,25,2668,main,A tiny (286 bytes) state manager for React/RN/Preact/Vue/Svelte with many atomic tree-shakable stores,https://github.com/nanostores/nanostores,https://github.com/nanostores/nanostores.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vendure-ecommerce/vendure,6343,TypeScript,2018-06-11T14:29:20Z,2025-07-12T02:25:23Z,1139,297,78235,master,The commerce platform with customization in its DNA. ,https://github.com/vendure-ecommerce/vendure,https://github.com/vendure-ecommerce/vendure.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
linkedin/css-blocks,6328,TypeScript,2017-04-13T23:44:11Z,2025-07-02T20:44:14Z,154,189,13141,master,"High performance, maintainable stylesheets.",https://github.com/linkedin/css-blocks,https://github.com/linkedin/css-blocks.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rockbenben/ChatGPT-Shortcut,6326,TypeScript,2023-02-24T12:53:49Z,2025-07-11T08:23:17Z,734,0,23318,main,"🚀💪Maximize your efficiency and productivity, support for English,中文,Español,العربية. 让生产力加倍的AI快捷指令。更有效地定制、保存和分享自己的提示词。在提示词分享社区中，轻松找到适用于不同场景的指令。",https://github.com/rockbenben/ChatGPT-Shortcut,https://github.com/rockbenben/ChatGPT-Shortcut.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
colyseus/colyseus,6322,TypeScript,2015-11-22T22:57:33Z,2025-07-12T07:53:15Z,599,40,8065,master,⚔ Multiplayer Framework for Node.js,https://github.com/colyseus/colyseus,https://github.com/colyseus/colyseus.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ritwickdey/vscode-live-server,6319,TypeScript,2017-06-27T20:35:26Z,2025-07-12T12:21:54Z,1515,2314,5504,master,Launch a development local Server with live reload feature for static & dynamic pages.,https://github.com/ritwickdey/vscode-live-server,https://github.com/ritwickdey/vscode-live-server.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zu1k/bs-core,6311,TypeScript,2022-11-24T06:10:29Z,2025-07-11T14:47:36Z,316,7,1274,master,"Easy and blazing-fast book searcher, create and search your private library.",https://github.com/zu1k/bs-core,https://github.com/zu1k/bs-core.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
arktypeio/arktype,6309,TypeScript,2019-06-21T20:28:05Z,2025-07-11T20:47:25Z,119,186,14009,main,"TypeScript's 1:1 validator, optimized from editor to runtime",https://github.com/arktypeio/arktype,https://github.com/arktypeio/arktype.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mrzachnugent/react-native-reusables,6297,TypeScript,2023-12-16T16:47:00Z,2025-07-12T10:19:41Z,229,52,21339,main,"Bringing shadcn/ui to React Native. Beautifully crafted components with Nativewind, open source, and almost as easy to use.",https://github.com/mrzachnugent/react-native-reusables,https://github.com/mrzachnugent/react-native-reusables.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vuejs/language-tools,6271,TypeScript,2020-05-01T20:40:41Z,2025-07-12T14:18:44Z,464,93,33759,master,⚡ High-performance Vue language tooling based-on Volar.js,https://github.com/vuejs/language-tools,https://github.com/vuejs/language-tools.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Grsmto/simplebar,6263,TypeScript,2013-05-29T20:39:40Z,2025-07-12T06:32:40Z,540,107,21908,master,"Custom scrollbars vanilla javascript library with native scroll, done simple, lightweight, easy to use and cross-browser.",https://github.com/Grsmto/simplebar,https://github.com/Grsmto/simplebar.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nteract/nteract,6256,TypeScript,2015-06-15T23:21:49Z,2025-07-11T21:06:36Z,552,193,41048,main,📘 The interactive computing suite for you!  ✨,https://github.com/nteract/nteract,https://github.com/nteract/nteract.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vercel/platforms,6254,TypeScript,2022-01-20T03:35:39Z,2025-07-11T04:35:47Z,905,11,7192,main,A full-stack Next.js app with multi-tenancy.,https://github.com/vercel/platforms,https://github.com/vercel/platforms.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
codexu/note-gen,6252,TypeScript,2024-08-06T05:20:16Z,2025-07-12T14:34:26Z,403,36,10016,dev,"A cross-platform Markdown note-taking application dedicated to using AI to bridge recording and writing, organizing fragmented knowledge into a readable note.",https://github.com/codexu/note-gen,https://github.com/codexu/note-gen.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vercel/next-forge,6244,TypeScript,2023-01-02T04:19:54Z,2025-07-12T12:17:10Z,540,65,21586,main,Production-grade Turborepo template for Next.js apps.,https://github.com/vercel/next-forge,https://github.com/vercel/next-forge.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
google/wireit,6238,TypeScript,2021-12-22T15:52:53Z,2025-07-11T16:10:33Z,113,111,5775,main,Wireit upgrades your npm/pnpm/yarn scripts to make them smarter and more efficient.,https://github.com/google/wireit,https://github.com/google/wireit.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
l0o0/jasminum,6228,TypeScript,2020-06-16T14:34:00Z,2025-07-12T13:10:25Z,300,29,1586,main,A Zotero add-on to retrive CNKI meta data. 一个简单的Zotero 插件，用于识别中文元数据,https://github.com/l0o0/jasminum,https://github.com/l0o0/jasminum.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
microsoft/rushstack,6226,TypeScript,2016-09-30T00:28:20Z,2025-07-12T02:20:10Z,636,937,194336,main,Monorepo for tools developed by the Rush Stack community,https://github.com/microsoft/rushstack,https://github.com/microsoft/rushstack.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dilame/instagram-private-api,6225,TypeScript,2016-06-09T12:14:48Z,2025-07-09T09:12:13Z,1170,399,7555,master,NodeJS Instagram private API SDK. Written in TypeScript.,https://github.com/dilame/instagram-private-api,https://github.com/dilame/instagram-private-api.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
express-validator/express-validator,6221,TypeScript,2011-10-05T09:32:19Z,2025-07-11T20:49:53Z,621,74,5708,master,An express.js middleware for validator.js.,https://github.com/express-validator/express-validator,https://github.com/express-validator/express-validator.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hedgedoc/hedgedoc,6220,TypeScript,2019-03-27T12:14:01Z,2025-07-12T13:08:20Z,463,281,109215,develop,HedgeDoc - Ideas grow better together,https://github.com/hedgedoc/hedgedoc,https://github.com/hedgedoc/hedgedoc.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
iorate/ublacklist,6205,TypeScript,2018-06-25T15:41:25Z,2025-07-11T19:37:47Z,354,95,19455,master,Blocks specific sites from appearing in Google search results,https://github.com/iorate/ublacklist,https://github.com/iorate/ublacklist.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nodegui/react-nodegui,6198,TypeScript,2019-06-23T20:41:01Z,2025-07-04T03:29:42Z,173,53,9473,master,"Build performant, native and cross-platform desktop applications with native React + powerful CSS like styling.🚀",https://github.com/nodegui/react-nodegui,https://github.com/nodegui/react-nodegui.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ecomfe/zrender,6198,TypeScript,2013-04-03T03:16:52Z,2025-07-09T09:53:54Z,1578,357,16468,master,A lightweight graphic library providing 2d draw for Apache ECharts,https://github.com/ecomfe/zrender,https://github.com/ecomfe/zrender.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
alibaba/BizCharts,6192,TypeScript,2017-11-10T08:27:54Z,2025-07-12T07:23:21Z,667,360,6301,master,Powerful data visualization library based on G2 and React.,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
TanStack/virtual,6192,TypeScript,2020-05-08T07:25:21Z,2025-07-12T08:35:11Z,357,73,8098,main,"🤖 Headless UI for Virtualizing Large Element Lists in JS/TS, React, Solid, Vue and Svelte",https://github.com/TanStack/virtual,https://github.com/TanStack/virtual.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
elastic/eui,6187,TypeScript,2017-10-18T14:49:20Z,2025-07-11T20:50:15Z,855,234,1261305,main,Elastic UI Framework 🙌,https://github.com/elastic/eui,https://github.com/elastic/eui.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LasCC/HackTools,6163,TypeScript,2020-06-22T21:42:16Z,2025-07-11T12:21:07Z,686,10,40543,master,The all-in-one browser extension for offensive security professionals 🛠,https://github.com/LasCC/HackTools,https://github.com/LasCC/HackTools.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Nutlope/llamacoder,6136,TypeScript,2024-07-25T05:01:54Z,2025-07-12T08:03:05Z,1455,59,4296,main,Open source Claude Artifacts – built with Llama 3.1 405B,https://github.com/Nutlope/llamacoder,https://github.com/Nutlope/llamacoder.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vencord/Vesktop,6118,TypeScript,2023-03-29T23:00:52Z,2025-07-12T13:31:13Z,278,77,1261,main,Vesktop is a custom Discord App aiming to give you better performance and improve linux support,https://github.com/Vencord/Vesktop,https://github.com/Vencord/Vesktop.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
liyupi/codefather,6112,TypeScript,2021-04-20T14:12:13Z,2025-07-12T09:27:10Z,1192,19,5721,main,程序员鱼皮的编程宝典。原创编程学习路线，包括经验分享、技术知识、学习资源、学习建议、项目教程、热门面试题、编程自学之路等，适用于所有学习编程 & 求职的同学。,https://github.com/liyupi/codefather,https://github.com/liyupi/codefather.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
aceberg/WatchYourLAN,6108,TypeScript,2022-08-15T04:58:22Z,2025-07-10T15:40:09Z,210,51,9512,main,Lightweight network IP scanner. Can be used to notify about new hosts and monitor host online/offline history,https://github.com/aceberg/WatchYourLAN,https://github.com/aceberg/WatchYourLAN.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
antvis/X6,6098,TypeScript,2019-11-14T05:56:07Z,2025-07-12T02:50:22Z,1806,518,2313008,master,🚀 JavaScript diagramming library that uses SVG and HTML for rendering.,https://github.com/antvis/X6,https://github.com/antvis/X6.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
podman-desktop/podman-desktop,6072,TypeScript,2022-03-03T18:45:51Z,2025-07-12T07:10:25Z,413,579,1419182,main,"Podman Desktop is the best free and open source tool to work with Containers and Kubernetes for developers. Get an intuitive and user-friendly interface to effortlessly build, manage, and deploy containers and Kubernetes — all from your desktop.",https://github.com/podman-desktop/podman-desktop,https://github.com/podman-desktop/podman-desktop.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jlfwong/speedscope,6069,TypeScript,2017-11-22T08:01:13Z,2025-07-12T06:52:09Z,276,137,14511,main,"🔬 A fast, interactive web-based viewer for performance profiles.",https://github.com/jlfwong/speedscope,https://github.com/jlfwong/speedscope.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
